"X1","X2","X3","X4","X5","X6","X7"
0,1,0,0,0,1957,0
0,0,0,0,0,1957,0
0,1,0,0,0,1957,1
0,1,0,0,0,1957,0
0,1,0,0,1,1957,0
0,1,0,0,1,1957,0
0,1,0,0,1,1957,0
0,1,0,0,0,1957,0
0,1,0,0,1,1957,0
0,1,0,0,1,1957,0
0,1,0,0,1,1957,0
0,1,0,0,0,1957,0
0,1,0,0,1,1957,0
0,0,0,0,0,1957,0
0,1,0,0,0,1957,0
0,1,0,0,1,1957,1
0,0,0,0,0,1957,0
0,1,0,0,1,1957,0
0,0,0,0,1,1957,0
0,1,0,0,0,1957,1
0,0,0,0,0,1957,1
0,1,0,0,0,1957,0
0,0,0,0,0,1957,0
0,0,0,0,0,1957,0
0,0,0,0,0,1957,0
0,1,0,0,0,1957,0
0,1,0,0,1,1957,0
0,1,0,0,0,1957,0
0,1,0,0,0,1957,0
0,1,0,0,0,1957,1
0,1,0,0,0,1957,0
0,0,0,0,1,1957,0
0,1,0,0,1,1957,0
0,0,0,0,0,1957,0
0,0,0,0,0,1957,0
0,1,0,0,0,1957,0
0,1,0,0,0,1957,0
0,0,0,0,1,1957,0
0,1,0,0,0,1957,0
0,0,0,0,0,1957,0
0,1,0,0,0,1957,0
0,1,0,0,0,1957,0
0,0,0,0,0,1957,0
0,1,0,0,0,1957,0
0,0,0,0,0,1957,0
0,1,0,0,1,1957,0
0,1,0,0,0,1957,0
0,1,0,0,0,1957,1
0,1,1,0,0,1958,0
0,0,0,0,0,1958,0
0,1,0,0,1,1958,1
0,0,0,0,1,1958,0
0,0,0,0,0,1958,0
0,1,0,0,0,1958,0
0,1,1,0,0,1958,1
0,1,0,0,0,1958,0
0,0,0,0,0,1958,0
0,1,0,0,1,1958,1
0,0,0,0,0,1958,0
0,1,0,0,0,1958,1
0,1,0,0,0,1958,0
0,1,0,0,0,1958,0
0,0,0,0,0,1958,0
0,1,0,0,0,1958,0
0,1,0,0,0,1958,0
0,1,0,0,0,1958,0
0,0,0,0,0,1958,1
0,1,0,0,0,1958,0
0,0,0,0,0,1958,0
0,1,0,0,1,1958,0
0,1,0,0,0,1958,0
0,1,0,0,1,1958,0
0,1,0,0,1,1958,1
0,0,0,0,0,1958,0
0,1,0,0,0,1958,0
0,0,0,0,0,1958,0
0,0,0,0,1,1958,0
0,0,0,0,1,1958,0
0,0,0,0,0,1958,0
0,0,0,0,0,1958,0
0,1,0,0,1,1958,0
0,0,0,0,0,1958,0
0,0,0,0,1,1958,0
0,1,0,0,1,1958,0
0,1,0,0,1,1958,0
0,0,0,0,0,1958,0
0,0,0,0,0,1958,0
0,0,0,0,0,1958,0
0,0,0,0,0,1958,0
0,1,0,0,0,1958,0
0,1,0,0,0,1958,0
0,0,0,0,0,1958,0
0,1,0,0,0,1958,1
0,0,0,0,0,1958,0
0,1,0,0,0,1958,0
0,0,0,0,1,1958,0
0,1,0,0,0,1958,0
0,0,0,0,0,1958,0
0,1,0,0,0,1958,0
0,0,0,0,1,1958,0
0,1,0,0,0,1958,0
0,1,0,0,0,1958,1
0,1,0,0,0,1958,0
0,1,0,0,0,1958,0
0,1,0,0,0,1958,0
0,1,0,0,0,1958,1
0,0,0,0,0,1958,0
0,0,0,0,0,1958,0
0,0,0,0,0,1958,0
0,0,0,0,0,1958,1
0,1,0,0,1,1958,0
0,0,0,0,0,1958,0
0,0,0,0,0,1958,0
0,0,0,0,0,1958,1
0,1,0,0,1,1958,0
0,0,0,0,0,1958,0
0,1,0,0,0,1958,0
0,0,0,0,1,1958,1
0,1,1,0,0,1958,0
0,1,0,0,0,1958,0
0,1,0,0,0,1958,1
0,1,0,0,1,1958,0
0,0,0,0,0,1958,0
0,1,0,0,0,1958,0
0,1,0,0,0,1958,0
0,0,0,0,0,1958,0
0,0,0,0,0,1958,0
0,1,1,0,0,1958,0
0,1,0,0,0,1958,1
0,0,0,0,0,1958,0
0,1,0,0,1,1958,0
0,1,0,0,0,1958,0
0,1,1,0,0,1958,0
0,0,0,0,1,1958,0
0,0,0,0,0,1958,0
0,1,0,0,1,1958,0
0,0,0,0,1,1958,0
0,1,0,0,0,1958,0
0,1,0,0,1,1958,0
0,0,0,0,0,1958,0
0,1,0,0,1,1958,0
0,0,0,0,0,1959,0
0,1,1,0,1,1959,1
0,0,0,0,0,1959,0
0,0,0,0,0,1959,0
0,0,0,0,1,1959,0
0,0,0,0,0,1959,0
0,0,0,0,0,1959,0
0,1,0,0,1,1959,0
0,1,0,0,1,1959,1
0,0,0,0,0,1959,0
0,1,0,0,1,1959,1
0,0,0,0,0,1959,0
0,1,0,0,0,1959,0
0,0,0,0,0,1959,0
0,1,0,0,0,1959,0
0,1,0,0,0,1959,0
0,1,0,0,0,1959,1
0,1,0,0,1,1959,0
0,1,0,0,0,1959,0
0,0,0,0,0,1959,0
0,1,0,0,0,1959,0
0,1,0,0,1,1959,0
0,0,0,0,0,1959,0
0,1,0,0,1,1959,0
0,0,0,0,0,1959,0
0,0,0,0,0,1959,0
0,0,0,0,0,1959,0
0,1,0,0,0,1959,0
0,0,0,0,0,1959,1
0,0,0,0,0,1959,0
0,1,0,0,1,1959,0
0,0,0,0,0,1959,0
0,1,0,0,1,1959,0
0,1,0,0,1,1959,0
0,1,0,0,1,1959,1
0,0,0,0,0,1959,0
0,0,0,0,0,1959,1
0,1,0,0,0,1959,0
0,0,0,0,0,1959,0
0,1,0,0,0,1959,0
0,1,0,0,1,1959,1
0,1,0,0,0,1959,1
0,1,0,0,0,1959,1
0,0,0,0,1,1959,0
0,1,0,0,0,1959,0
0,1,0,0,0,1959,1
0,1,1,0,1,1959,0
0,0,0,0,0,1959,0
0,1,0,0,1,1959,1
0,1,0,0,1,1959,0
0,1,0,0,1,1959,0
0,1,0,0,1,1959,0
0,1,0,0,1,1959,0
0,0,0,0,0,1959,0
0,0,0,0,0,1959,0
0,1,0,0,0,1959,0
0,0,0,0,0,1959,0
0,0,0,0,0,1959,0
0,1,0,0,0,1959,1
0,1,0,0,1,1959,1
0,0,0,0,0,1959,0
0,1,0,0,1,1959,0
0,1,0,0,1,1959,0
0,1,0,0,0,1959,1
0,1,0,0,1,1959,0
0,1,0,0,1,1959,0
0,0,0,0,0,1959,0
0,0,0,0,0,1959,0
0,0,0,0,0,1959,0
0,0,0,0,0,1959,0
0,1,0,0,1,1959,1
0,1,0,0,0,1959,0
0,0,0,0,0,1959,0
0,0,0,0,0,1959,0
0,1,0,0,0,1959,0
0,1,0,0,1,1959,0
0,1,0,0,1,1959,1
0,1,0,0,0,1959,0
0,1,0,0,0,1959,0
0,1,0,0,1,1959,0
0,1,0,0,1,1959,0
0,0,0,0,1,1959,0
0,0,0,0,1,1959,0
0,0,0,0,1,1959,0
0,0,0,0,0,1959,0
0,1,0,0,1,1959,0
0,1,0,0,0,1959,0
0,0,0,0,0,1959,0
0,0,0,0,0,1959,0
0,1,0,0,1,1959,0
0,0,0,0,0,1959,0
0,0,0,0,0,1959,0
0,1,0,0,0,1960,0
0,1,0,0,1,1960,0
0,0,0,0,0,1960,0
0,0,0,0,0,1960,0
0,0,0,0,0,1960,0
0,0,0,0,0,1960,0
0,1,0,0,0,1960,0
0,1,0,0,0,1960,0
0,1,0,0,1,1960,0
0,1,0,0,0,1960,0
0,1,1,0,0,1960,0
0,1,0,0,0,1960,0
0,1,0,0,0,1960,0
0,0,0,0,0,1960,0
0,1,0,0,1,1960,1
0,0,0,0,0,1960,0
0,1,0,0,0,1960,1
0,1,0,0,0,1960,1
0,0,0,0,0,1960,0
0,0,0,0,0,1960,0
0,0,0,0,0,1960,0
0,1,0,1,0,1960,0
0,0,0,0,0,1960,0
0,1,1,0,0,1960,0
0,1,0,0,0,1960,0
0,1,0,0,1,1960,0
0,1,0,0,0,1960,0
0,0,0,0,0,1960,0
0,0,0,0,0,1960,0
0,1,0,0,1,1960,1
0,0,0,0,0,1960,1
0,1,0,0,0,1960,0
0,1,0,0,1,1960,0
0,1,0,0,0,1960,0
0,0,0,0,0,1960,0
0,1,0,0,1,1960,1
0,0,0,0,0,1960,0
0,1,0,0,0,1960,0
0,0,0,0,0,1960,0
0,0,0,0,0,1960,0
0,1,0,0,1,1960,0
0,1,0,0,0,1960,0
0,0,0,0,0,1960,1
0,0,0,0,0,1960,0
0,0,0,0,0,1960,0
0,1,0,0,0,1960,0
0,0,0,0,0,1960,1
0,1,0,0,0,1960,0
0,1,0,0,0,1960,0
0,0,0,0,0,1960,0
0,1,0,1,1,1960,0
0,0,0,0,0,1960,0
0,1,0,0,0,1960,0
0,1,1,0,0,1960,0
0,1,0,0,1,1960,0
0,1,0,0,1,1960,1
0,0,0,0,1,1960,0
0,0,0,0,0,1960,1
0,1,0,0,1,1960,0
0,1,0,0,0,1960,1
0,1,0,0,0,1960,0
0,0,0,0,0,1960,0
0,1,1,0,0,1960,0
0,1,0,0,0,1960,1
0,1,0,0,0,1960,0
0,1,1,0,0,1960,0
0,1,1,0,1,1960,1
0,0,0,0,0,1960,1
0,0,0,0,0,1960,0
0,1,0,0,0,1960,0
0,1,0,0,0,1960,0
0,1,0,0,1,1960,0
0,1,0,0,1,1960,1
0,1,0,0,0,1960,0
0,0,0,0,0,1960,0
0,1,0,0,0,1960,0
0,1,0,0,0,1960,0
0,0,0,0,0,1960,0
0,0,0,0,0,1960,0
0,1,0,0,1,1960,0
0,1,0,0,1,1960,0
0,0,0,0,0,1960,0
0,1,0,0,0,1960,1
0,1,0,0,0,1960,1
0,0,0,0,0,1960,0
0,1,1,0,0,1960,0
0,1,0,0,0,1961,0
0,1,0,0,1,1961,0
0,0,0,0,1,1961,0
0,1,0,1,0,1961,0
0,0,0,0,0,1961,0
0,1,0,0,1,1961,0
0,0,0,0,0,1961,0
0,1,0,0,0,1961,0
0,1,0,0,1,1961,0
0,1,0,0,0,1961,0
0,1,0,0,0,1961,0
0,1,0,0,0,1961,0
0,0,0,0,0,1961,0
0,0,0,0,0,1961,0
0,1,0,0,0,1961,0
0,0,0,0,0,1961,1
0,1,0,0,0,1961,0
0,1,0,0,1,1961,0
1,0,0,0,0,1961,0
0,0,0,0,0,1961,0
0,1,0,0,0,1961,0
0,0,0,0,0,1961,1
0,1,0,0,0,1961,0
0,0,0,0,0,1961,0
0,1,0,0,0,1961,1
0,0,0,0,0,1961,1
0,0,0,0,0,1961,0
0,0,0,0,1,1961,0
0,0,0,0,0,1961,1
0,1,0,0,1,1961,0
0,0,0,0,0,1961,0
0,0,0,0,0,1961,0
0,1,0,0,0,1961,0
0,1,0,0,0,1961,0
0,1,0,0,1,1961,0
0,0,0,0,1,1961,1
0,1,0,0,1,1961,0
0,1,0,0,0,1961,0
0,1,0,0,1,1961,0
0,1,0,0,1,1961,0
0,1,0,0,1,1961,0
0,1,0,0,1,1961,0
0,1,0,0,0,1961,1
0,0,0,0,0,1961,0
0,1,0,0,1,1961,0
0,1,0,0,0,1961,0
0,0,0,0,0,1961,0
0,1,0,0,0,1961,0
0,1,0,0,1,1961,0
0,0,0,0,0,1961,0
0,1,0,0,1,1961,0
0,0,0,0,0,1961,1
0,1,0,0,0,1961,1
0,1,0,0,1,1961,0
0,0,0,0,0,1961,0
0,1,0,0,0,1961,1
0,0,0,0,0,1961,1
0,1,1,0,1,1961,0
0,1,0,0,0,1961,0
0,0,0,0,1,1961,0
0,0,0,0,0,1961,1
0,0,0,0,0,1961,0
0,1,0,0,1,1961,0
0,1,0,0,0,1961,0
0,0,0,0,0,1961,0
0,1,1,0,1,1961,0
0,1,0,0,0,1961,0
0,0,0,0,0,1961,0
0,0,0,0,0,1961,0
0,1,0,0,0,1961,0
0,1,0,0,0,1961,1
0,1,1,0,1,1961,0
0,0,0,0,0,1961,1
0,0,0,0,0,1961,0
0,1,0,0,0,1961,0
0,1,0,0,0,1961,1
0,0,0,0,0,1961,0
0,0,0,0,0,1961,0
0,0,0,0,0,1961,0
0,1,0,0,1,1961,1
0,0,0,0,0,1961,1
0,0,0,0,0,1961,0
0,1,0,0,0,1961,1
0,1,0,0,0,1961,0
0,0,0,0,0,1961,0
0,0,0,0,0,1961,0
0,1,0,0,1,1961,0
0,0,0,0,0,1961,1
0,0,0,0,0,1961,0
0,1,0,0,1,1961,0
0,0,0,0,0,1961,0
0,1,0,0,0,1961,0
0,1,0,0,0,1961,1
0,1,0,0,1,1961,0
0,1,0,0,0,1961,1
0,1,0,0,1,1961,0
0,0,0,0,0,1961,0
0,1,0,1,0,1961,0
0,1,0,0,1,1961,0
0,1,1,0,0,1962,0
0,1,0,0,1,1962,1
0,1,0,0,0,1962,0
0,1,0,0,0,1962,1
0,1,0,0,1,1962,0
0,1,0,0,0,1962,0
0,1,0,0,0,1962,1
0,1,0,0,1,1962,0
0,0,0,0,1,1962,1
2,1,0,0,0,1962,0
0,1,0,0,1,1962,0
0,1,0,0,1,1962,0
0,1,0,0,0,1962,1
0,1,0,0,1,1962,0
0,1,0,0,1,1962,0
0,1,0,0,0,1962,0
0,1,0,0,0,1962,0
0,1,0,0,1,1962,1
0,0,0,0,0,1962,1
0,0,0,0,0,1962,0
0,1,0,0,1,1962,1
0,1,0,0,1,1962,0
0,1,0,0,0,1962,0
0,1,0,0,1,1962,0
0,1,0,0,0,1962,0
0,1,0,0,0,1962,0
0,1,0,0,0,1962,0
0,0,0,0,1,1962,0
0,1,1,0,1,1962,1
0,1,0,0,0,1962,0
0,1,0,0,0,1962,0
0,1,0,0,1,1962,0
0,1,0,0,1,1962,0
0,0,0,0,0,1962,1
0,1,0,0,0,1962,0
0,1,0,0,0,1962,0
0,0,0,0,1,1962,0
0,0,0,0,1,1962,0
0,1,0,0,1,1962,0
0,0,0,0,0,1962,0
0,1,0,0,0,1962,0
0,0,0,0,0,1962,1
0,1,0,0,0,1962,0
0,1,0,0,0,1962,0
0,0,0,0,0,1962,0
0,1,0,0,1,1962,0
0,1,0,0,1,1962,1
0,1,0,0,0,1962,0
0,1,0,0,0,1962,1
0,0,0,0,0,1962,0
0,1,0,0,0,1962,0
0,1,0,0,1,1962,1
0,0,0,0,0,1962,0
0,1,0,0,0,1962,0
0,0,0,0,0,1962,1
0,1,0,0,0,1962,0
0,1,0,0,1,1962,0
0,0,0,0,0,1962,0
2,1,0,0,0,1962,0
0,1,0,0,0,1962,0
0,1,0,0,0,1962,0
0,1,0,1,0,1962,0
0,1,0,0,0,1962,0
0,0,0,0,0,1962,1
0,1,0,0,0,1962,1
0,1,0,0,0,1962,0
0,1,0,0,0,1962,1
0,1,0,0,0,1962,1
0,1,0,0,0,1962,0
0,1,0,0,0,1962,0
0,0,0,0,0,1962,0
0,0,0,0,0,1962,1
0,1,0,0,0,1962,0
0,0,0,0,0,1962,0
0,1,0,0,0,1962,0
0,1,0,1,1,1962,0
0,1,0,0,0,1962,0
0,1,0,0,0,1962,1
0,0,0,1,0,1962,0
0,1,0,0,0,1962,0
0,1,0,0,0,1962,1
0,1,0,0,1,1962,1
0,0,0,0,1,1962,0
2,1,0,0,0,1962,0
0,1,0,0,0,1962,0
0,1,0,0,0,1962,0
0,1,0,0,0,1962,1
0,1,0,0,0,1962,1
0,0,0,0,0,1962,0
0,1,0,0,1,1962,1
0,1,0,0,0,1962,0
0,1,0,0,0,1963,0
0,1,0,0,0,1963,1
0,1,1,0,0,1963,0
0,1,1,0,0,1963,0
0,0,0,0,0,1963,0
0,1,0,0,0,1963,0
0,1,0,0,0,1963,0
0,1,1,0,0,1963,0
0,1,0,0,0,1963,0
0,1,0,0,0,1963,1
0,1,0,0,1,1963,0
0,0,0,0,1,1963,0
0,1,0,0,0,1963,0
0,1,1,0,1,1963,0
0,1,0,0,0,1963,0
0,1,0,0,1,1963,0
0,1,0,0,0,1963,0
0,0,0,0,1,1963,0
0,1,0,0,1,1963,0
0,1,0,0,0,1963,0
0,1,0,0,1,1963,0
0,0,0,0,0,1963,0
0,0,0,0,1,1963,0
0,1,0,0,0,1963,0
0,0,0,0,1,1963,0
0,1,0,0,1,1963,0
0,1,0,0,1,1963,0
0,1,0,0,0,1963,0
0,1,0,0,1,1963,0
2,1,0,0,0,1963,1
0,0,0,0,1,1963,0
0,1,0,0,0,1963,0
0,1,0,0,1,1963,1
0,1,1,1,1,1963,0
0,1,1,1,0,1963,0
0,1,0,0,1,1963,0
0,1,0,0,1,1963,0
0,1,0,0,0,1963,0
0,1,0,0,0,1963,0
0,1,1,0,0,1963,0
0,1,0,0,1,1963,0
0,1,1,0,0,1963,1
0,1,0,0,0,1963,0
0,1,0,0,1,1963,1
0,1,1,0,0,1963,0
0,1,1,0,0,1963,0
0,1,0,0,0,1963,0
0,1,0,0,1,1963,0
0,1,0,0,0,1963,0
0,1,0,0,0,1963,1
0,1,0,0,0,1963,0
0,0,0,0,0,1963,0
0,0,0,0,0,1963,0
0,1,0,0,0,1963,0
0,1,0,0,0,1963,0
0,1,0,0,1,1963,0
0,0,0,0,0,1963,0
0,0,0,0,0,1963,1
0,1,0,0,0,1963,1
0,1,0,0,0,1963,0
0,1,0,0,0,1963,0
0,1,0,1,1,1963,0
0,0,0,0,1,1963,0
0,1,0,0,0,1963,0
0,0,0,0,0,1963,1
0,1,0,0,0,1963,0
0,1,0,0,1,1963,0
0,1,0,0,1,1963,0
0,1,0,0,1,1963,0
0,0,0,0,0,1963,0
0,1,0,0,0,1963,1
0,1,0,0,1,1963,0
2,1,0,1,0,1963,1
0,1,0,0,1,1963,0
0,1,0,0,0,1963,0
0,0,0,0,0,1963,0
0,1,0,0,0,1963,0
0,1,0,0,1,1963,0
0,1,0,0,1,1963,1
0,1,0,0,0,1963,0
0,1,0,0,1,1963,1
0,1,0,0,0,1963,0
0,1,0,0,1,1963,0
0,1,0,0,0,1963,1
0,0,0,0,1,1963,0
0,1,0,0,0,1963,0
0,1,1,0,1,1963,0
0,1,0,0,1,1963,0
0,1,0,0,0,1963,0
0,1,0,0,1,1963,0
0,1,0,0,0,1963,0
0,1,0,0,0,1963,0
0,1,1,0,1,1964,0
0,1,1,0,0,1964,0
0,1,0,0,1,1964,0
0,1,0,0,1,1964,0
0,1,0,0,1,1964,0
0,1,1,0,0,1964,0
0,1,1,0,0,1964,0
0,1,0,0,1,1964,0
0,1,0,0,0,1964,0
0,1,0,0,0,1964,0
0,0,0,0,1,1964,0
0,1,0,0,1,1964,0
0,1,0,0,0,1964,0
0,1,0,0,1,1964,0
0,1,1,0,0,1964,1
0,0,0,0,1,1964,0
0,1,0,0,1,1964,0
0,1,0,0,0,1964,0
0,1,0,0,0,1964,1
0,1,1,0,1,1964,1
0,1,0,0,0,1964,0
0,1,0,0,1,1964,0
0,1,0,1,0,1964,0
0,1,0,0,0,1964,0
0,1,1,0,0,1964,0
0,1,0,0,1,1964,0
0,0,0,0,0,1964,0
0,1,0,0,0,1964,0
0,1,0,0,0,1964,0
0,1,0,0,1,1964,0
0,1,1,0,0,1964,1
0,0,0,0,1,1964,1
0,1,1,1,0,1964,0
