"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16"
11931,0.4782499,0.031766,0.1750901,0.1323695,0.7500629,0.1100495,0.6609066,0.002693,0.0285009,0.0783868,0.0219928,0.9735189,0.3003102,0.0747354,0.5625
252,0.4642857,0.0119048,0.2222222,0.1777778,0.8333333,0,0.6363636,0,0.0181818,0.1129032,0,0.9909091,0.3225806,0.0384615,0.8
1908,0.4690776,0.0026205,0.1504193,0.1164857,0.8333333,0.0387841,0.7067989,0.0042493,0.0453258,0.0341997,0.0028329,0.9943343,0.2982216,0.060241,0.6666667
2987,0.4911282,0.066622,0.0672916,0.0572368,0.9424171,0,0.8577036,0.0039254,0.0225711,0.087735,0.0529931,0.9852797,0.1835273,0.245614,0.245283
278,0.471223,0,0.2913669,0.170068,0.823741,0,0.641791,0,0.0074627,0.2298851,0,1,0.1896552,0,1
4910,0.4767821,0.0008147,0.1382892,0.1136629,0.8851324,0.0101833,0.7424822,0.002187,0.0191361,0.083208,0.0005467,0.9912521,0.3037594,0.1038697,0.5454545
518,0.4710425,0,0.1216216,0.0912409,0.9420849,0,0.8314607,0,0,0.0326087,0,1,0.1304348,0.1,0
161,0.515528,0,0.1304348,0.1410256,0.8819876,0,0.7540984,0.0163934,0.0163934,0.0615385,0,1,0.2923077,0.2142857,0
8739,0.4600069,0.0041195,0.1774803,0.1173978,0.8055842,0.0110997,0.6157582,0.0008095,0.0418241,0.0569975,0.0024285,0.9848894,0.1923664,0.039819,0.3108108
13882,0.4824233,0.0041781,0.1140326,0.0945024,0.8400807,0.0110935,0.6922403,0.0035032,0.0469434,0.0261003,0.0052549,0.9954458,0.2811327,0.0289374,0.1515152
164,0.445122,0,0.2621951,0.1208791,0.8658537,0,0.6865672,0,0.0149254,0.3020833,0,0.238806,0.5729167,0.1,0
5798,0.4789583,0.0018972,0.1917903,0.1393578,0.8289065,0.0227665,0.6956332,0.00131,0.0524017,0.0341628,0.00131,0.9720524,0.3175875,0.0520487,0.5
257,0.459144,0,0.2217899,0.1726619,0.8560311,0,0.6698113,0,0.0188679,0.045045,0,1,0.1711712,0.2857143,0
5833,0.5026573,0.0365164,0.0265729,0.0186143,0.9511401,0,0.8803419,0.0026709,0.0272436,0.0760118,0.0331197,0.9401709,0.0730503,0.1693548,0.369863
292,0.4417808,0,0.1575342,0.1104294,0.8390411,0,0.6612903,0.0080645,0.0322581,0.1895425,0,0.9919355,0.3398693,0,1
3086,0.455606,0.0505509,0.1231367,0.1089286,0.5090732,0.3839922,0.6499356,0.001287,0.0566281,0.1269663,0.0514801,0.971686,0.4033708,0.0923077,0.3333333
244,0.4713115,0.295082,0.2213115,0.2093023,0.8688525,0,0.6960784,0,0.0098039,0.1774194,0.2058824,0.9901961,0.2580645,0,0.75
18819,0.4908337,0.1893831,0.0863489,0.0559382,0.951804,0.0026569,0.8967984,0.0020436,0.0253747,0.0205171,0.180688,0.9768392,0.0448707,0.2774566,0.25
155,0.4967742,0.0064516,0.2,0.1282051,0.8903226,0,0.7288136,0,0.0169492,0.119403,0,1,0.1492537,0.3333333,1
242,0.4586777,0,0.0495868,0.0687023,0.946281,0,0.8064516,0,0.016129,0.2439024,0,0.983871,0.6829268,0.4375,0
314,0.4649682,0,0.2133758,0.1071429,0.8630573,0,0.7,0,0.0230769,0.0647482,0,0.9769231,0.3597122,0.04,0
486,0.4465021,0,0.2366255,0.2379182,0.808642,0,0.6188341,0.0044843,0.0269058,0.2363014,0,0.9955157,0.4041096,0.0571429,0.75
953,0.475341,0,0.2570829,0.236,0.8258132,0,0.6148325,0,0.0119617,0.1291667,0,1,0.0854167,0.0535714,0
14550,0.4512715,0.0140206,0.1940893,0.1524299,0.7643986,0.067354,0.6406934,0.0042073,0.0402221,0.0542734,0.0143049,0.997139,0.3000159,0.0670369,0.4642857
564,0.4414894,0.8421986,0.1046099,0.0984127,0.9042553,0,0.7309942,0.0116959,0.0233918,0.1230769,0.8187135,0.994152,0.4358974,0.2372881,0
1810,0.481768,0.0016575,0.1618785,0.1353945,0.8508287,0.0546961,0.7630332,0.0015798,0.0315956,0.0261538,0,0.9984202,0.2769231,0.083871,1
339,0.4955752,0.0176991,0.2713864,0.1169591,0.920354,0,0.7969925,0,0,0.2810811,0.0225564,0.7218045,0.2756757,0.25,1
472,0.4427966,0,0.1610169,0.0912548,0.8898305,0,0.754386,0.0116959,0.0409357,0.0228571,0,1,0.2228571,0.0930233,0
1942,0.4917611,0.0267765,0.0782698,0.0587639,0.9212152,0,0.8209169,0.004298,0.0329513,0.0264993,0.02149,0.9928367,0.1422594,0.1238938,0.5
2987,0.4871108,0.0184131,0.0776699,0.0809399,0.9327084,0,0.8312318,0.0048497,0.0203686,0.0811052,0.0155189,0.9961203,0.1729055,0.0622222,0.2909091
2323,0.4687904,0.0004305,0.2191132,0.1531605,0.835127,0.0284115,0.6935146,0.0031381,0.0209205,0.086915,0,0.9979079,0.2674308,0.0585586,0.9230769
252,0.4801587,0,0.1666667,0.1145038,0.8730159,0,0.6804124,0,0.0103093,0.204918,0,1,0.4836066,0.1428571,0.5
1444,0.4930748,0.0020776,0.1149584,0.0915301,0.8954294,0,0.7468124,0.0018215,0.0163934,0.0955519,0.0018215,0.9908925,0.3179572,0.0924855,0.8695652
8429,0.4918733,0.0010677,0.0978764,0.0693439,0.9196821,0.0002373,0.8049268,0.0039947,0.0219707,0.0597809,0.0009987,0.9320905,0.2917058,0.1409091,0.4545455
16,0.4375,0,0.4375,0.1111111,0.875,0,0.75,0,0,0.1111111,0,1,0.1111111,0,0
61921,0.4933706,0.3071656,0.2137885,0.1674158,0.6448055,0.0654059,0.5030494,0.0063167,0.1205257,0.1436565,0.2265302,0.9773107,0.5547611,0.0506796,0.3617694
26,0.5384615,0,0.2307692,0.0833333,0.7307692,0,0.5833333,0,0.1666667,0.3333333,0,0.9166667,0.4444444,0,0
119,0.487395,0,0.1764706,0.147541,0.8823529,0,0.7142857,0,0,0.0925926,0,1,0.3703704,0.1333333,0.5
1488,0.469086,0.000672,0.2372312,0.1848101,0.7909946,0.0362903,0.6255924,0.0031596,0.0300158,0.1134454,0,0.985782,0.3683473,0.0382775,0.625
279,0.4587814,0,0.1971326,0.1655629,0.8673835,0,0.6814159,0,0.0088496,0.1811594,0,0.9823009,0.3405797,0.1851852,0
6597,0.4902228,0.2388965,0.152342,0.1257806,0.7488252,0.0665454,0.5998431,0.0051,0.0619851,0.1623398,0.2036093,0.8713221,0.5524154,0.1008353,0.547619
219,0.5022831,0,0.0684932,0.0733945,0.9223744,0,0.8227848,0,0.0379747,0.1022727,0,0.9873418,0.1477273,0.25,1
21910,0.4935646,0.1218622,0.1130534,0.0969719,0.8528069,0.0442264,0.7453604,0.0026512,0.0233556,0.1327056,0.1105921,0.9152885,0.3607796,0.1114214,0.5797101
145,0.4965517,0,0.1310345,0.0684932,0.9241379,0,0.7962963,0,0,0.0526316,0,0.9814815,0.1578947,0.1111111,0
291,0.4879725,0,0.1408935,0.0805369,0.9037801,0,0.7619048,0,0.0190476,0.0277778,0,0.9904762,0.1666667,0.1578947,0.6666667
1228,0.4796417,0.0016287,0.1188925,0.1064163,0.8819218,0,0.7293065,0.0089485,0.0357942,0.0303688,0.0022371,0.9932886,0.3817787,0.0437956,0
468,0.4764957,0,0.1346154,0.0571429,0.9337607,0,0.863354,0.0124224,0.0310559,0.0584795,0,0.9875776,0.1345029,0.1904762,0.6666667
41967,0.4842138,0.1175924,0.1379417,0.1164649,0.8688493,0.0147497,0.7155628,0.0029563,0.0427254,0.0539389,0.1060745,0.5551489,0.4657388,0.1743565,0.632
94,0.5,0,0.1808511,0.212766,0.8617021,0,0.6923077,0,0.025641,0.3157895,0,0.974359,0.2807018,0.2,0.75
40641,0.4613814,0.1217982,0.1312468,0.1169941,0.6942989,0.0996777,0.5961936,0.0040694,0.0857071,0.0873093,0.1089338,0.9941777,0.4223759,0.06056,0.2857143
417,0.4604317,0.0503597,0.206235,0.1955556,0.8561151,0,0.6777778,0,0.0111111,0.0673575,0.0388889,1,0.3005181,0.1081081,1
1149,0.5073977,0.0034813,0.1888599,0.04947,0.9086162,0,0.7932584,0.0044944,0.0247191,0.1938406,0.0044944,0.9505618,0.298913,0.1355932,0.4761905
1661,0.4708007,0.0270921,0.2354004,0.1672355,0.8874172,0,0.7418879,0.0029499,0.0117994,0.0923695,0.020649,0.9955752,0.3333333,0.1474359,0.4615385
106,0.4433962,0,0.2169811,0.2033898,0.7830189,0,0.6470588,0.0196078,0.0588235,0.1052632,0,1,0.3157895,0,1
726,0.4628099,0.0027548,0.3168044,0.1538462,0.8553719,0,0.693038,0,0.0126582,0.0705882,0.0031646,0.9841772,0.2264706,0.1076923,1
3726,0.4771873,0.0056361,0.2176597,0.137577,0.8494364,0.0024155,0.7063935,0.0062073,0.0397269,0.0194766,0.0043451,0.9919305,0.1807669,0.027907,0.25
4912,0.4849349,0.1162459,0.0702362,0.0687747,0.8900651,0.0038681,0.7600923,0.0063437,0.0455594,0.091671,0.0968858,0.9855825,0.3729701,0.1252796,0.5625
1812,0.4740618,0.0016556,0.1738411,0.1332634,0.8371965,0,0.6484375,0.0065104,0.0260417,0.0622711,0.0013021,0.9947917,0.3589744,0.0652174,0.6666667
69,0.4927536,0,0.2318841,0.1714286,0.884058,0,0.68,0,0,0.3902439,0,1,0.3170732,0.25,0
2918,0.523989,0.0017135,0.1172036,0.0856731,0.7714188,0.0041124,0.5644628,0.0024793,0.0900826,0.3591102,0.0024793,0.7429752,0.71875,0.1235955,0.7272727
160,0.45625,0,0.20625,0.2183908,0.825,0,0.6285714,0,0.0285714,0.125,0,1,0.35,0,1
1279,0.4855356,0.0007819,0.1336982,0.112462,0.8897576,0,0.7432712,0.0020704,0.0269151,0.0242424,0,0.9937888,0.2484848,0.0887097,0.25
3005,0.4778702,0.4136439,0.0935108,0.0943276,0.8459235,0.0003328,0.683605,0.0095877,0.0977948,0.0351526,0.4151486,0.9050815,0.3404255,0.1390593,0.3
1951,0.4869298,0,0.062532,0.03996,0.9743721,0.0015377,0.9006772,0.0022573,0.006772,0.1068548,0,0.0293454,0.6189516,0.5,1
1356,0.4911504,0,0.1386431,0.0884058,0.869469,0,0.7377358,0.009434,0.0433962,0.0185185,0,0.9981132,0.2814815,0.0447761,0
583,0.4682676,0.0034305,0.1234991,0.1,0.8713551,0,0.7311321,0.004717,0.0613208,0.1485944,0.009434,0.9858491,0.313253,0.1612903,0.6
3260,0.4736196,0.0230061,0.1539877,0.1293706,0.847546,0.004908,0.6780562,0.0015186,0.040243,0.0619658,0.0235383,0.9916477,0.3247863,0.0654664,0.2
520,0.4557692,0.1423077,0.1346154,0.1024735,0.9269231,0,0.8157895,0,0.0526316,0.012987,0.1315789,0.9934211,0.0909091,0.3243243,0
584,0.5017123,0.0017123,0.1746575,0.1202749,0.8715753,0,0.7198276,0,0.0387931,0.0569106,0,1,0.1585366,0.0465116,0.6666667
29885,0.4790363,0.0046512,0.0902794,0.0703963,0.8911829,0.0380458,0.8058768,0.0022422,0.0374085,0.0795134,0.0050743,0.1954213,0.477406,0.2334071,0.4747475
1104,0.5099638,0.0018116,0.0471014,0.0462107,0.9456522,0,0.8701657,0.0027624,0.0303867,0.013624,0,0.9917127,0.0217984,0.2,1
6578,0.4635147,0.0047127,0.590453,0.1442335,0.8856795,0,0.7993178,0,0.0130756,0.1923783,0.0042638,0.9937464,0.1540404,0.024,0.392
21633,0.460269,0.0877363,0.1554107,0.1270983,0.8413535,0.0115564,0.6707403,0.0039953,0.0371328,0.075904,0.079436,0.979906,0.3092627,0.1017662,0.5824176
12251,0.4774304,0.0109379,0.1935352,0.1282412,0.8916007,0.0083259,0.7656545,0.001466,0.0180105,0.0286819,0.0115183,0.9956021,0.1975183,0.0424107,0.4583333
160,0.5625,0.01875,0.15,0.0857143,0.88125,0,0.7258065,0,0.0322581,0.1621622,0,1,0.3648649,0.1875,0
1746,0.5005727,0.0366552,0.128866,0.0997706,0.9043528,0,0.7824675,0.0064935,0.0324675,0.0609756,0.0275974,0.9902597,0.4085366,0.1821862,0.4
541,0.4768946,0,0.1700555,0.0777385,0.8373383,0,0.6651584,0,0.0633484,0.0867769,0,0.9909502,0.2975207,0.0769231,0.5
2713,0.4729082,0.0003686,0.2307409,0.1524476,0.7747881,0.0611869,0.6309205,0.0017873,0.0241287,0.0983078,0,0.9928508,0.3521354,0.0584112,0.3333333
241,0.4896266,0,0.1452282,0.1463415,0.8838174,0,0.7045455,0,0.0227273,0.0222222,0,1,0.2444444,0.2272727,0
1625,0.5027692,0.0123077,0.1033846,0.0816832,0.8381538,0.0744615,0.7669173,0.0093985,0.0206767,0.0779896,0.0037594,0.9981203,0.3674177,0.0986547,0.6
659,0.4415781,0,0.1820941,0.1494565,0.8770865,0,0.7121771,0,0.0110701,0.1314103,0,1,0.3141026,0.1111111,1
670,0.4716418,0.0029851,0.1522388,0.1525424,0.8671642,0,0.6939502,0,0.0106762,0.1050955,0.0071174,0.9964413,0.2961783,0.03125,0.5
59,0.5254237,0,0.2542373,0.0714286,0.9322034,0,0.875,0,0.0416667,0.1111111,0,0.9583333,0.4074074,0,0
429,0.4778555,0,0.0745921,0.0669643,0.9114219,0,0.7933333,0.0066667,0.0333333,0.025974,0,1,0.2142857,0.0833333,0
63,0.5714286,0,0.2698413,0.2592593,0.7619048,0,0.5666667,0,0.0666667,0.2857143,0,1,0.3095238,0,0.75
2231,0.470641,0.0013447,0.1331242,0.1083827,0.8915285,0,0.7493917,0.0048662,0.0352798,0.0352113,0,0.986618,0.1960094,0.0734694,0.2
181,0.4972376,0,0.1104972,0.1208791,0.9005525,0,0.75,0,0,0.2,0,1,0.2555556,0.0666667,1
243,0.563786,0,0.1728395,0.0566038,0.8436214,0,0.6930693,0.009901,0.0594059,0.6405694,0,1,0.6370107,0.0869565,0.5
200,0.48,0.615,0.215,0.1442308,0.925,0,0.8,0.0153846,0.0153846,0.1447368,0.4923077,1,0.2105263,0.3333333,0.75
797,0.4780427,0,0.1932246,0.1394231,0.8619824,0,0.6987952,0.003012,0.0271084,0.0541311,0,1,0.2478632,0.0394737,0.6
87,0.4827586,0,0.2528736,0.1333333,0.8390805,0,0.6410256,0,0,0.25,0,1,0.1923077,0,0.6666667
946,0.4534884,0.1173362,0.1585624,0.1895551,0.8224101,0,0.6203474,0.0024814,0.0322581,0.0861678,0.1116625,0.9851117,0.4557823,0.0851064,0.8
48731,0.4860151,0.1006957,0.0796618,0.0641594,0.8483922,0.0036322,0.7096277,0.0079313,0.0792025,0.0480285,0.0939634,0.9384776,0.3466338,0.117355,0.3368421
272,0.4448529,0.0036765,0.1727941,0.1258278,0.8860294,0,0.7087379,0,0.0097087,0.2797203,0,0.0582524,0.4475524,0.1333333,0
730,0.4917808,0,0.1150685,0.0889488,0.9246575,0,0.8068182,0.0037879,0.0113636,0.0571429,0,1,0.2392857,0.0697674,0.5
158,0.4873418,0,0.1518987,0.1604938,0.8227848,0,0.578125,0,0.015625,0.0447761,0,1,0.3432836,0,0
335,0.5253731,0.0089552,0.1432836,0.1069182,0.8447761,0,0.6950355,0.0141844,0.0425532,0.2209945,0.0070922,0.964539,0.2209945,0.0384615,0.9230769
1757,0.5036995,0.0011383,0.0358566,0.021789,0.8929994,0,0.7576244,0.0016051,0.0529695,0.1992288,0.0016051,0.7817014,0.3033419,0.12,0.8461538
452,0.420354,0.4911504,0.3053097,0.2633588,0.7123894,0.1858407,0.6928571,0,0.0214286,0.0789474,0.4357143,0.9714286,0.3618421,0.1777778,0
788,0.4860406,0,0.1167513,0.0617284,0.9314721,0,0.8060837,0,0.0114068,0.0186567,0,0.9847909,0.1529851,0.0888889,0
21564,0.4930903,0.0063996,0.074476,0.066874,0.9225097,0.0107587,0.8323546,0.0025168,0.0288031,0.0209446,0.0055928,0.9875559,0.1281314,0.1087379,0.3125
867,0.5040369,0,0.0346021,0.0651163,0.9573241,0.0092272,0.8731707,0,0.0146341,0.1493776,0,0.995122,0.4688797,0.4260355,0
70811,0.4859273,0.0420839,0.0795357,0.0779902,0.8877858,0.010761,0.7712481,0.0056313,0.0463779,0.0336611,0.0441656,0.976791,0.2666459,0.0981542,0.2627119
13934,0.4783264,0.0260514,0.0821731,0.0646581,0.7988374,0.1024831,0.7534096,0.0039595,0.041575,0.0221553,0.0224373,0.9874615,0.3192084,0.037564,0.2173913
106,0.5471698,0,0.2358491,0.0833333,0.8396226,0,0.6730769,0,0,0.2463768,0,1,0.3188406,0,0
